hhid14_9,age,marstat,sex,pidlink,dl01f,dl06,sw00,sw01,sw03,tk01a,tr11,kk01,kr03,female,fo01
063033100,39,2,3,063030003,A,2,4,4,5,0,2,3,1,1,1
063030004,33,2,1,063030004,A,2,2,4,5,1,3,3,1,0,1
063030000,28,1,1,063030005,A,2,2,1,2,1,3,4,1,0,1
063033100,41,2,1,063033101,A,2,3,3,4,1,1,2,1,0,1
063033100,15,1,1,063033103,A,3,5,4,4,1,3,3,1,0,0
063030004,27,2,3,063035102,A,2,2,3,5,0,2,3,1,1,2
063040000,60,2,1,063040001,A,2,3,4,5,1,3,3,1,0,1
063040000,56,2,3,063040002,A,1,3,4,5,1,3,3,1,1,1
063040003,39,2,1,063040003,A,1,4,3,4,1,4,4,1,0,1
063040000,22,1,1,063040004,A,3,3,2,4,1,3,3,1,0,2
063040000,20,1,1,063040005,A,3,3,3,4,1,2,4,1,0,1
063040000,16,1,3,063040006,A,3,3,4,4,0,2,3,1,1,0
063040007,31,2,3,063040008,A,2,2,2,2,1,2,2,1,1,0
063040003,31,2,3,063045102,A,1,4,2,3,1,2,2,1,1,1
063040007,28,2,1,063045205,A,1,5,1,3,1,3,3,1,0,2
063050000,47,2,1,063050001,A,1,2,2,2,1,2,4,0,0,0
063050000,33,2,3,063050003,A,2,4,3,4,0,3,2,0,1,1
063070000,58,2,1,063070001,A,1,4,6,6,1,3,3,1,0,0
063070000,49,2,3,063070002,A,1,3,3,4,1,4,3,1,1,1
063074100,31,2,1,063070003,A,2,3,4,5,1,2,3,1,0,1
063070004,29,2,3,063070004,A,2,3,3,5,0,2,3,0,1,2
063070005,24,1,1,063070005,A,3,4,3,NA,1,3,3,0,0,NA
063070000,17,1,3,063070007,A,3,3,3,4,0,2,2,1,1,1
063074100,27,2,3,063074102,A C1,3,3,3,4,1,3,3,1,1,1
063070004,34,2,1,063075101,,2,NA,NA,NA,1,NA,2,0,0,NA
063080000,53,2,1,063080001,A,3,2,3,3,1,4,2,1,0,0
063080000,66,2,3,063080002,A,1,3,3,3,0,2,2,1,1,0
063083100,15,1,3,063083104,A,2,3,3,4,0,2,3,1,1,1
063090000,66,2,1,063090001,A,1,3,2,2,1,3,3,1,0,0
063090000,61,2,3,063090002,A,1,3,3,3,1,3,3,1,1,0
063093100,34,2,3,063090003,A,1,2,3,3,1,2,2,0,1,0
063090005,25,2,1,063090005,A,1,4,2,4,1,2,3,0,0,2
063090000,20,1,1,063090006,A,1,4,3,5,1,4,3,1,0,2
063093100,39,2,1,063093102,I,1,2,1,6,1,4,2,0,0,5
063090005,29,2,3,063095102,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
063100000,42,5,3,063100002,A,3,2,4,5,1,3,3,1,1,1
063100000,15,1,3,063100005,A,3,4,3,4,0,3,3,1,1,1
063110000,39,2,1,063110002,B,1,4,3,2,1,3,4,1,0,-1
063110000,37,2,3,063110003,A,2,3,3,4,0,3,4,1,1,1
063110000,73,5,1,063110004,,1,NA,NA,NA,0,NA,2,1,0,NA
063110000,24,1,1,063110005,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
063120000,68,2,1,063120001,A,2,4,2,2,1,3,3,1,0,0
063120000,65,2,3,063120002,,2,NA,NA,NA,0,NA,2,1,1,NA
063120000,37,1,1,063120004,,3,NA,NA,NA,1,NA,3,1,0,NA
063120000,34,4,3,063120005,A,3,3,3,6,1,3,3,1,1,3
063120006,28,2,3,063120006,A,4,4,3,5,1,3,3,1,1,2
063120006,27,2,1,063125101,E,3,2,2,4,1,2,3,1,0,2
063130002,58,2,3,063130002,A,1,4,3,4,1,3,4,0,1,1
063130004,28,2,3,063130004,A,3,3,2,3,0,3,2,0,1,1
063130000,23,2,3,063130005,A,3,3,3,5,1,2,3,0,1,2
063130000,29,2,1,063130008,A,1,3,2,4,1,3,3,0,0,2
063130004,40,2,1,063135201,A,2,3,3,4,1,2,2,0,0,1
063154100,28,2,3,063150003,B,2,2,4,5,0,3,3,1,1,1
063154100,33,2,1,063154101,G,3,3,3,4,1,3,3,1,0,1
063160000,62,2,1,063160001,A,2,4,4,5,1,4,3,1,0,1
063160000,53,2,3,063160002,A,1,4,2,3,1,3,3,1,1,1
063164200,35,2,3,063160003,A,2,4,3,4,0,3,4,0,1,1
063163100,37,2,1,063160004,A,2,3,1,2,1,3,3,1,0,1
063160000,29,1,1,063160006,A,3,3,4,5,0,3,4,1,0,1
063160000,27,1,1,063160007,A,2,4,6,6,1,3,3,1,0,0
063163100,44,2,3,063163102,A,2,4,4,5,1,3,2,1,1,1
063164200,38,2,1,063164201,N,3,3,3,4,1,3,4,0,0,1
063180000,56,2,1,063180001,A,1,3,2,2,1,3,3,0,0,0
063180000,50,2,3,063180002,A,1,3,2,2,1,2,3,0,1,0
063180000,25,2,1,063180003,A,3,3,2,3,1,2,3,0,0,1
063180000,31,1,1,063180004,,1,NA,NA,NA,1,NA,3,0,0,NA
063180000,22,2,3,063180006,A,4,4,2,3,0,2,2,0,1,1
063190000,62,4,1,063190001,A,1,3,2,3,1,3,3,1,0,1
063193100,47,5,3,063190002,A,1,4,3,4,0,2,3,1,1,1
063190003,29,2,3,063190003,A,3,3,2,3,0,3,3,1,1,1
063190000,26,2,1,063190004,A,2,3,2,6,1,2,3,1,0,4
063190000,22,2,3,063190006,A,2,3,2,6,0,3,3,1,1,4
063190003,31,2,1,063195101,A,1,3,3,5,1,3,3,1,0,2
063200000,64,2,1,063200001,A,1,4,3,6,1,3,2,1,0,3
063200000,53,2,3,063200002,A,1,3,5,6,1,3,4,1,1,1
063200003,34,2,1,063200003,A,2,3,2,3,1,2,3,0,0,1
063200000,28,2,3,063200004,A,3,3,2,5,1,3,3,1,1,3
063200000,41,2,1,063200006,A,3,3,3,5,1,1,3,1,0,2
063200003,27,2,3,063205102,A,2,4,2,4,0,3,3,0,1,2
063210000,56,2,1,063210001,A,1,2,2,2,1,3,2,1,0,0
063210000,49,2,3,063210002,A,1,2,2,2,0,4,3,1,1,0
063210003,32,2,1,063210003,A,2,3,2,NA,1,2,2,0,0,NA
063210000,22,1,3,063210005,A,2,4,1,2,0,3,3,1,1,1
063213100,55,2,1,063210006,N,3,1,2,3,1,4,4,0,0,1
063210000,16,1,1,063210007,,2,NA,NA,NA,0,NA,3,1,0,NA
063213100,16,1,1,063213103,A N,3,3,3,4,0,2,3,0,0,1
063210003,46,2,3,063215102,A,3,3,3,3,1,3,3,0,1,0
063210003,22,1,1,063215103,,3,NA,NA,NA,0,NA,3,0,0,NA
063210003,15,1,1,063215104,A,3,3,3,4,0,3,3,0,0,1
063220000,54,2,1,063220001,A,1,4,3,4,1,3,3,1,0,1
063220000,48,2,3,063220002,A,1,4,4,5,0,2,3,1,1,1
063220003,28,2,1,063220003,A,2,4,3,4,1,1,3,1,0,1
063224100,23,2,3,063220004,A,3,4,4,6,0,3,3,0,1,2
063224100,31,2,1,063224104,A,2,4,4,6,1,3,3,0,0,2
063220003,25,2,3,063225102,A,2,4,4,5,0,2,4,1,1,1
063230000,58,2,1,063230001,A,1,4,3,3,1,3,4,1,0,0
063234100,39,2,1,063230003,A,2,4,3,5,1,3,3,1,0,2
063230005,34,2,1,063230005,A,3,4,2,3,1,3,2,0,0,1
063230006,32,2,1,063230006,,2,NA,NA,NA,1,NA,3,1,0,NA
063230007,30,2,3,063230007,A,2,3,3,5,0,4,3,1,1,2
063234200,23,2,1,063230009,A,2,3,4,5,1,3,1,0,0,1
063230007,21,1,3,063230011,A,5,3,4,4,0,3,3,1,1,0
063230000,15,1,3,063230013,A,2,3,4,5,0,3,3,1,1,1
063230006,40,2,3,063230016,A,5,4,3,5,0,4,3,1,1,2
063230000,39,2,3,063230018,A,1,3,2,2,0,3,2,1,1,0
063234100,39,2,3,063234102,A,2,4,3,4,1,3,3,1,1,1
063234200,19,2,3,063234202,A,1,4,5,6,0,3,3,0,1,1
063230005,32,2,3,063235102,N,3,3,2,3,1,3,1,0,1,1
063230007,33,2,1,063235301,A,1,3,3,3,1,4,2,1,0,0
063240000,61,5,3,063240002,A,NA,3,1,1,0,3,2,1,1,0
063243100,44,2,3,063240003,A,1,3,3,4,1,4,3,1,1,1
063244100,38,2,3,063240004,A,1,4,5,6,1,4,3,1,1,1
063244200,28,2,3,063240005,A,1,3,2,3,0,3,2,1,1,1
063243100,45,2,1,063243101,A,2,4,2,4,0,3,3,1,0,2
063243100,20,1,1,063243103,A,1,3,3,5,1,3,3,1,0,2
063243100,16,1,1,063243104,A,1,3,4,5,0,2,4,1,0,1
063244100,52,2,1,063244101,A,1,4,2,2,1,3,3,1,0,0
063244100,18,1,1,063244103,A,3,5,4,5,1,3,3,1,0,1
063244200,43,2,1,063244201,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
063250000,78,2,1,063250005,,2,NA,NA,NA,0,NA,2,1,0,NA
063250000,74,2,3,063250006,A,1,4,4,4,0,4,2,1,1,0
063260000,49,2,1,063260001,A,1,3,4,5,1,4,2,1,0,1
063260000,45,2,3,063260002,A,NA,3,1,1,1,4,3,1,1,0
063260003,30,2,3,063260003,A,1,3,2,3,0,3,3,0,1,1
063260004,27,2,1,063260004,A,2,4,3,4,1,3,2,0,0,1
063260000,24,1,3,063260005,A,2,4,5,6,1,3,3,1,1,1
063260003,34,2,1,063260007,B,2,2,1,1,1,1,3,0,0,0
063260004,22,2,3,063265202,A,2,4,2,5,0,3,3,0,1,3
063271200,49,2,1,063270004,A,1,3,2,2,0,3,2,1,0,0
063271200,28,1,1,063270005,,2,NA,NA,NA,1,NA,3,1,0,NA
063271200,47,2,3,063271202,A,1,4,3,3,1,4,3,1,1,0
063271200,17,1,1,063271204,A,3,4,3,6,0,3,3,1,0,3
063280000,81,2,1,063280001,A,1,2,3,5,1,4,3,1,0,2
063280000,64,2,3,063280002,A,1,3,4,5,1,4,3,1,1,1
063283100,40,2,1,063280003,A,3,2,2,4,1,3,4,0,0,2
063280005,28,2,3,063280005,A,2,3,2,2,1,3,2,1,1,0
063280000,22,1,1,063280006,A,3,3,3,5,1,3,3,1,0,2
063280005,34,2,1,063285101,A,1,5,3,5,1,2,2,1,0,2
063290000,54,2,1,063290001,A,NA,4,4,5,1,NA,NA,1,0,1
063290000,49,2,3,063290002,A,2,3,5,4,1,3,3,1,1,-1
063290003,33,2,1,063290003,A,3,4,2,4,1,2,4,1,0,2
063294100,30,2,3,063290004,A,3,4,4,5,1,3,3,1,1,1
063294100,32,2,1,063294101,A,2,2,2,5,1,2,2,1,0,3
063290003,29,2,3,063295102,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
064010000,37,2,1,064010003,,1,NA,NA,NA,1,NA,4,1,0,NA
064014100,30,2,1,064010004,A,1,3,1,NA,1,4,4,1,0,NA
064014200,29,2,3,064010005,A,1,4,4,5,1,2,3,1,1,1
064010000,37,2,3,064010006,A,2,3,3,4,0,3,3,1,1,1
064010000,15,1,3,064010007,A,3,3,4,5,0,3,3,1,1,1
064014100,26,2,3,064014102,A B,1,3,2,5,1,3,3,1,1,3
064014200,30,2,1,064014201,A,1,4,4,5,1,1,3,1,0,1
064030000,39,1,1,064030004,B,2,3,3,4,1,2,2,1,0,1
064034100,35,2,3,064030006,B,2,3,3,4,1,2,2,1,1,1
064034100,46,2,1,064030007,C1,3,4,4,4,1,2,3,1,0,0
064040000,82,2,1,064040001,,NA,NA,NA,NA,0,NA,1,1,0,NA
064040000,79,2,3,064040002,A,NA,3,NA,NA,0,3,2,1,1,NA
064044100,44,2,3,064040003,B,3,5,3,4,1,3,3,1,1,1
064043102,43,2,1,064040004,B,3,4,3,4,1,3,2,1,0,1
064044100,21,1,1,064040007,B,4,4,3,4,0,1,3,1,0,1
064043102,38,2,3,064043102,D1,3,3,4,5,0,3,4,1,1,1
064043102,15,1,1,064043106,B,3,4,4,6,0,3,2,1,0,2
064044100,72,2,1,064044103,,4,NA,NA,NA,0,NA,3,1,0,NA
064050000,52,2,1,064050001,,1,NA,NA,NA,1,NA,4,1,0,NA
064050000,50,2,3,064050002,A,1,4,1,3,1,4,4,1,1,2
064054100,27,2,3,064050003,A,1,4,2,4,1,1,2,1,1,2
064050000,71,5,3,064050004,,NA,NA,NA,NA,0,NA,2,1,1,NA
064054100,32,2,1,064054101,B,1,2,1,4,1,3,3,1,0,3
064060002,86,5,3,064060002,,NA,NA,NA,NA,0,NA,3,1,1,NA
064061100,44,2,1,064060003,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064061100,44,2,3,064060004,A,2,3,4,5,0,2,2,1,1,1
064060005,22,2,1,064060005,A,3,4,1,6,1,2,3,1,0,5
064060006,26,2,3,064060006,B,3,4,4,6,1,3,2,0,1,2
064060000,15,1,1,064060007,B,2,2,1,NA,1,2,3,1,0,NA
064060000,49,5,3,064060009,B,2,3,3,3,1,2,2,1,1,0
064060000,31,2,1,064060011,B,3,2,2,4,1,3,3,1,0,2
064060000,20,2,3,064060012,B,2,3,2,3,0,2,2,1,1,1
064061100,15,1,1,064061104,B,3,2,3,6,1,2,2,1,0,3
064060002,31,2,1,064065101,A,3,4,4,6,1,3,3,1,0,2
064060002,30,2,3,064065102,B,2,3,4,6,0,4,3,1,1,2
064060002,64,5,3,064065104,B,1,3,4,5,0,4,2,1,1,1
064060005,20,2,3,064065203,I,3,4,3,6,1,3,3,1,1,3
064060006,28,2,1,064065301,A,3,1,3,5,1,3,3,0,0,2
064070000,72,5,1,064070001,,1,NA,NA,NA,1,NA,3,1,0,NA
064073100,40,2,1,064070003,B,1,4,3,3,1,2,4,1,0,0
064073200,38,2,1,064070004,B,2,2,2,3,1,2,3,1,0,1
064070000,35,2,1,064070005,B,2,3,3,6,1,2,4,1,0,3
064074100,31,2,3,064070006,B,2,2,2,5,1,3,2,1,1,3
064070007,29,2,1,064070007,B,2,4,2,6,1,2,2,1,0,4
064070007,27,2,3,064070009,B,2,3,3,6,0,2,3,1,1,3
064070000,19,2,3,064070011,C1,2,2,3,4,1,3,3,1,1,1
064073100,33,2,3,064073102,D1,1,2,3,3,0,2,1,1,1,0
064073100,15,1,1,064073106,D1,3,3,3,3,0,2,3,1,0,0
064073200,34,2,3,064073202,N,1,4,2,3,1,4,4,1,1,1
064074100,37,2,1,064074101,D1,1,2,3,4,1,2,2,1,0,1
064080000,75,5,3,064080002,,NA,NA,NA,NA,0,NA,3,1,1,NA
064084100,39,2,1,064080004,,2,NA,NA,NA,1,NA,3,1,0,NA
064084200,37,2,3,064080005,A,1,4,2,3,0,4,2,1,1,1
064084300,35,2,3,064080006,A,2,3,3,3,1,3,3,0,1,0
064080000,31,2,3,064080007,A,2,3,2,2,1,3,4,1,1,0
064084200,40,2,1,064080008,B,1,3,3,3,1,3,2,1,0,0
064084200,16,1,1,064080009,B,3,3,4,5,0,2,3,1,0,1
064080000,37,2,1,064080011,A,3,3,3,5,1,2,3,1,0,2
064084300,36,2,1,064081101,,2,NA,NA,NA,1,NA,3,0,0,NA
064081103,18,1,1,064081103,A,3,4,3,5,0,4,4,1,0,2
064084100,38,2,3,064083103,N,4,3,3,4,0,3,2,1,1,1
064084100,16,1,3,064083107,A,3,2,3,5,0,3,2,1,1,2
064103100,55,5,3,064100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
064100000,49,5,3,064100005,A,1,4,3,4,1,4,2,1,1,1
064100000,19,1,1,064100008,A,2,3,3,4,1,2,4,1,0,1
064100000,17,1,1,064100009,A,2,3,4,4,0,2,3,1,0,0
064100000,15,1,3,064100010,A,2,3,5,5,0,3,3,1,1,0
064103100,21,1,1,064103105,,3,NA,NA,NA,0,NA,4,NA,0,NA
064110000,76,5,3,064110002,B,1,3,2,3,1,3,2,1,1,1
064114100,40,4,1,064110003,B,1,3,1,5,1,2,3,0,0,4
064114200,34,4,3,064110006,B,2,3,4,5,1,3,3,0,1,1
064114200,18,1,3,064110007,B,2,4,3,4,0,3,3,0,1,1
064114100,15,1,1,064114103,B,1,5,3,NA,0,4,3,0,0,NA
064120000,50,2,1,064120001,A,1,3,2,4,1,3,3,1,0,2
064120000,42,2,3,064120002,A,1,4,1,1,1,3,4,1,1,0
064120004,22,2,3,064120004,A,2,4,3,5,0,2,2,1,1,2
064120004,27,2,1,064125101,,3,NA,NA,NA,1,NA,3,1,0,NA
064130000,44,2,1,064130001,A,3,4,3,4,1,4,1,1,0,1
064130000,42,2,3,064130002,A,3,4,NA,NA,1,3,4,1,1,NA
064140000,72,2,1,064140001,Q,1,4,3,6,1,4,4,1,0,3
064140000,58,2,3,064140002,A,NA,2,2,2,0,3,2,1,1,0
064144100,35,2,1,064140003,Q,1,3,2,2,1,2,2,1,0,0
064143100,34,2,1,064140004,Q,1,2,2,2,1,2,2,1,0,0
064140000,22,2,1,064140005,Q,2,3,3,6,1,4,2,1,0,3
064144100,15,1,1,064140006,Q,2,4,4,5,0,2,3,1,0,1
064144100,36,2,3,064140007,A,1,3,4,5,1,3,3,1,1,1
064140000,25,2,3,064140009,B,1,2,2,4,0,2,3,1,1,2
064143100,34,2,3,064143102,B,1,4,4,4,1,3,2,1,1,0
064143100,16,1,3,064143103,B,2,3,3,4,1,3,2,1,1,1
064144100,16,1,1,064144103,A,3,3,4,5,0,3,3,1,0,1
064170000,42,2,1,064170008,G,2,3,3,3,1,3,2,1,0,0
064170000,40,2,3,064170011,A,1,3,3,3,1,2,2,1,1,0
064190000,63,2,1,064190001,C1,1,2,1,1,1,3,2,1,0,0
064190000,56,2,3,064190002,C1,1,3,1,1,1,3,1,1,1,0
064190000,37,2,1,064190003,C1,2,4,5,6,1,3,3,1,0,1
064190004,35,2,1,064190004,C1,1,3,3,3,1,3,4,0,0,0
064194200,33,2,3,064190005,C1,3,4,4,6,0,2,4,1,1,2
064194300,26,2,3,064190006,C1,2,2,3,5,1,1,2,1,1,2
064190000,20,1,1,064190007,C1,3,5,3,5,1,4,3,1,0,2
064190004,32,2,3,064193106,A,2,3,3,3,1,4,3,0,1,0
064190004,15,1,3,064193108,C1,3,2,3,4,0,3,3,0,1,1
064190000,32,2,3,064194102,C1,2,3,3,5,0,2,3,1,1,2
064194200,39,2,1,064194201,I,3,3,6,6,1,1,2,1,0,0
064194300,28,2,1,064194301,A,2,2,1,2,1,1,2,1,0,1
064203100,55,2,1,064200001,G,2,3,3,4,1,4,2,1,0,1
064203100,51,2,3,064200002,C1,1,4,3,5,0,3,2,1,1,2
064203100,21,1,1,064200005,A,3,2,2,4,1,4,4,1,0,2
064204200,38,2,3,064200007,C1,3,2,4,3,0,3,3,1,1,-1
064200000,41,5,3,064200008,C1,1,5,3,3,0,4,3,0,1,0
064204200,41,2,1,064200011,C1,4,3,3,6,1,3,4,1,0,3
064220000,48,2,1,064220001,A,1,3,3,4,1,4,3,1,0,1
064220000,48,2,3,064220002,A,1,3,4,4,1,2,3,1,1,0
064220003,28,2,1,064220003,A,1,1,2,3,1,3,3,0,0,1
064220000,22,2,3,064220004,A,2,3,3,4,0,3,3,1,1,1
064220000,19,1,3,064220005,A,1,3,4,5,1,3,2,1,1,1
064220000,23,2,1,064220006,A,3,3,3,3,1,1,3,1,0,0
064220003,32,2,3,064225102,B,2,5,3,6,0,3,4,0,1,3
064240000,76,5,3,064230002,,NA,NA,NA,NA,0,NA,1,1,1,NA
064240000,53,2,1,064240001,A,NA,3,3,2,1,3,3,1,0,-1
064240000,47,2,3,064240002,A,1,3,4,5,1,2,2,1,1,1
064240000,28,1,1,064240003,,1,NA,NA,NA,1,NA,2,1,0,NA
064240000,19,1,1,064240005,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064250000,57,2,1,064250001,G,NA,4,2,NA,1,3,2,0,0,NA
064250000,48,2,3,064250002,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
064253100,91,5,3,064250009,,NA,NA,NA,NA,0,NA,2,0,1,NA
064253100,34,2,1,064250010,A,1,4,3,3,1,2,4,0,0,0
064250000,17,1,1,064250012,G,2,4,2,3,1,2,2,0,0,1
064253100,36,2,3,064253103,A,3,3,1,6,0,3,2,0,1,5
064260000,72,2,1,064260001,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064260000,57,2,3,064260002,G,1,3,2,2,1,3,2,1,1,0
064260003,40,2,1,064260003,G,1,3,3,3,1,1,2,1,0,0
064264100,35,2,3,064260004,G,1,3,6,3,1,3,4,1,1,-3
064260000,29,1,1,064260006,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064260007,29,2,3,064260007,G,1,4,1,2,0,3,3,1,1,1
064260008,25,2,1,064260008,A,1,5,3,6,1,3,3,1,0,3
064260000,22,1,1,064260009,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064260000,20,1,1,064260010,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
064264100,46,2,1,064264101,D1,2,2,1,NA,1,3,3,1,0,NA
064260003,24,2,3,064265102,A,1,3,1,2,0,1,3,1,1,1
064260007,39,2,1,064265201,A,1,3,2,3,1,2,2,1,0,1
064260008,25,2,3,064265302,B,1,4,4,6,1,2,4,1,1,2
064274100,64,5,3,064270002,V,1,4,2,2,0,3,3,1,1,0
064274200,34,2,3,064270003,C1,3,3,3,5,0,3,3,1,1,2
064270000,39,2,3,064270006,V,3,1,2,3,0,2,3,1,1,1
064270000,19,1,3,064270007,D1,2,3,4,6,1,2,3,1,1,2
064270000,40,2,1,064270009,,2,NA,NA,NA,1,NA,3,1,0,NA
064274200,35,2,1,064274201,,3,NA,NA,NA,1,NA,3,1,0,NA
064300000,60,2,1,064300001,G,1,2,1,2,0,3,3,1,0,1
064300000,49,2,3,064300002,A,3,2,1,6,1,3,2,1,1,5
065010000,59,2,1,065010003,B,1,3,4,4,1,3,3,1,0,0
065011100,32,1,1,065010005,B,2,2,3,3,1,2,3,1,0,0
065010000,56,2,3,065010009,A,2,3,4,4,1,2,3,1,1,0
065020000,48,2,1,065020001,B,1,4,3,4,1,2,3,1,0,1
065020000,46,2,3,065020002,B,1,3,4,4,0,3,3,1,1,0
065020000,21,1,1,065020005,B,2,5,4,5,1,3,3,1,0,1
065020000,16,1,1,065020006,B,3,4,4,5,0,2,3,1,0,1
065030000,29,2,3,065030003,N,3,4,3,3,0,3,3,0,1,0
065034100,20,1,3,065030004,C1,3,4,1,NA,1,3,3,0,1,NA
065030000,34,2,1,065030008,A,4,3,3,4,1,3,3,0,0,1
065040000,36,2,1,065040005,N,2,4,2,5,1,2,2,1,0,3
065040000,34,2,3,065040006,B,3,3,3,4,0,3,3,1,1,1
065040000,77,5,3,065040010,,NA,NA,NA,NA,0,NA,2,1,1,NA
065050000,64,2,1,065050001,B,4,3,2,3,1,3,2,1,0,1
065050000,58,2,3,065050002,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
065053100,36,2,1,065050003,B,3,3,3,5,1,2,2,0,0,2
065050000,32,2,3,065050004,B,4,4,3,5,1,2,3,1,1,2
065050000,22,1,1,065050006,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
065053100,46,5,3,065050007,B,2,3,3,4,1,2,3,0,1,1
065050000,35,2,1,065050010,A,3,4,3,3,1,NA,NA,1,0,0
065053100,32,2,3,065053102,A,2,3,2,4,1,3,3,0,1,2
065064100,54,5,3,065060002,I,2,4,4,NA,1,3,2,0,1,NA
065064100,33,2,3,065060003,I,3,3,4,5,1,2,4,0,1,1
065061100,53,2,1,065060009,C1,2,3,3,2,1,3,2,1,0,-1
065061100,46,2,3,065060010,A,3,3,2,NA,1,2,2,1,1,NA
065064200,24,1,3,065060013,I,3,2,3,6,0,2,3,0,1,3
065061100,20,1,3,065061105,A,2,3,3,4,1,2,3,1,1,1
065061100,18,1,3,065061106,C1,3,3,4,6,1,2,3,1,1,2
065064100,42,2,1,065064101,I,3,4,3,NA,1,3,3,0,0,NA
065070000,91,2,1,065070001,B,1,2,1,4,0,3,3,0,0,3
065070000,64,2,3,065070002,B,1,4,2,2,0,3,2,0,1,0
065073100,37,2,1,065070003,B,1,4,3,3,1,4,3,1,0,0
065070000,32,2,3,065070005,B,4,3,3,5,1,3,2,0,1,2
065070000,31,2,1,065070008,D1,4,3,4,4,1,2,3,0,0,0
065073100,31,2,3,065073102,A,2,4,4,5,1,2,2,1,1,1
065080000,46,2,1,065080001,A,1,4,3,5,1,4,4,0,0,2
065080000,56,2,3,065080002,B,1,2,3,5,0,3,2,0,1,2
065080003,33,2,1,065080003,B,3,3,4,6,1,3,2,0,0,2
065080000,26,1,1,065080004,A,2,4,2,3,1,1,3,0,0,1
065080000,25,2,1,065080005,A,2,4,3,6,1,2,3,0,0,3
065080000,44,5,3,065080007,B,3,3,4,5,1,3,3,0,1,1
065081100,46,2,1,065080008,B,2,3,2,2,1,2,3,1,0,0
065080000,20,1,1,065080009,B,2,3,2,4,1,1,3,0,0,2
065080000,17,2,3,065080010,A,3,3,3,5,1,2,2,0,1,2
065080000,19,2,3,065080014,B,2,4,3,6,0,4,3,0,1,3
065080000,33,2,1,065080015,R,4,3,3,3,1,1,3,0,0,0
065081100,36,2,3,065081102,A,2,4,3,6,1,4,2,1,1,3
065081103,19,2,3,065081103,B,2,3,3,5,0,2,4,1,1,2
065080003,30,2,3,065085102,B,3,3,4,5,1,4,3,0,1,1
065081103,21,2,1,065085303,I,2,4,3,4,1,2,2,1,0,1
065090000,55,5,3,065090002,B,2,3,3,NA,0,3,3,1,1,NA
065090000,31,2,3,065090004,N,4,3,3,5,0,2,3,1,1,2
065091100,58,5,3,065090006,A,1,3,4,4,0,4,2,0,1,0
065091100,35,2,3,065090007,B,2,3,3,4,1,4,3,0,1,1
065090000,39,2,1,065090009,A,4,4,3,4,1,3,3,1,0,1
065091100,41,2,1,065091106,A,3,3,3,4,1,2,4,0,0,1
065110000,46,2,1,065110001,C1,3,1,5,5,1,2,3,1,0,0
065110000,42,2,3,065110002,C1,2,4,2,2,1,3,3,1,1,0
065110000,22,1,3,065110003,V,4,3,3,5,0,3,2,1,1,2
065110000,21,1,1,065110004,V,3,3,2,3,0,3,3,1,0,1
065110000,72,2,1,065110005,,1,NA,NA,NA,0,NA,3,1,0,NA
065110000,81,2,3,065110006,,1,NA,NA,NA,0,NA,3,1,1,NA
065110000,18,1,3,065110007,C1,4,4,4,5,1,3,2,1,1,1
065120000,59,2,1,065120001,D1,2,4,3,3,1,4,3,0,0,0
065120000,54,2,3,065120002,B,1,4,3,4,0,4,2,0,1,1
065124100,34,2,1,065120003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
065120004,32,2,1,065120004,D1,4,2,2,4,1,3,3,0,0,2
065120000,26,1,1,065120006,D1,4,3,3,6,0,2,4,0,0,3
065120000,24,1,1,065120007,D1,4,4,3,4,1,2,2,0,0,1
065120000,16,1,3,065120012,D1,3,4,3,5,0,2,3,0,1,2
065124100,34,2,3,065124102,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
065120004,25,2,3,065125102,D,4,3,3,4,1,2,2,0,1,1
065130000,57,2,1,065130001,D1,3,3,3,NA,1,2,3,0,0,NA
065130000,50,2,3,065130002,,3,NA,NA,NA,1,NA,3,0,1,NA
065133100,33,2,3,065133104,B,3,3,3,6,0,2,2,0,1,3
065154100,64,2,3,065150002,C1,1,4,4,4,1,3,4,1,1,0
065150000,43,1,3,065150003,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
065150000,42,1,3,065150004,V,3,4,4,4,1,3,3,0,1,0
065150000,52,2,1,065150005,A,4,3,4,5,0,2,2,0,0,1
065150000,49,2,3,065150006,N V,3,4,2,3,0,4,2,0,1,1
065150000,24,1,1,065150007,V,4,3,3,4,1,3,3,0,0,1
065150000,20,1,3,065150008,V,3,3,3,3,0,2,3,0,1,0
065154100,63,2,1,065154101,A,3,4,3,4,1,3,3,1,0,1
